OBJECTID,agency_id,route_id,bus_direct,agency_sto,bus_headsi,stop_name_,bus_total_,bus_peak_p,stop_descr,project_st,project_de,system_typ,bus_headwa,min_headwa
646,SC, ,NA,SC:64757,NA,Orchard Station (0),NA,NA, ,Existing, ,Light Rail,,
647,SC, ,NA,SC:64758,NA,River Oaks Station (0),NA,NA, ,Existing, ,Light Rail,,
648,SC, ,NA,SC:64759,NA,Tasman Station (0),NA,NA, ,Existing, ,Light Rail,,
649,SC, ,NA,SC:64762,NA,Tasman Station (1),NA,NA, ,Existing, ,Light Rail,,
650,SC, ,NA,SC:64763,NA,River Oaks Station (1),NA,NA, ,Existing, ,Light Rail,,
651,SC, ,NA,SC:64764,NA,Orchard Station (1),NA,NA, ,Existing, ,Light Rail,,
652,SC, ,NA,SC:64765,NA,Bonaventura Station (1),NA,NA, ,Existing, ,Light Rail,,
653,SC, ,NA,SC:64766,NA,Component Station (1),NA,NA, ,Existing, ,Light Rail,,
654,SC, ,NA,SC:64767,NA,Karina Court Station (1),NA,NA, ,Existing, ,Light Rail,,
655,SC, ,NA,SC:64768,NA,Metroairport Station (1),NA,NA, ,Existing, ,Light Rail,,
656,SC, ,NA,SC:64769,NA,Gish Station (1),NA,NA, ,Existing, ,Light Rail,,
657,SC, ,NA,SC:64770,NA,Civic Center Station (1),NA,NA, ,Existing, ,Light Rail,,
658,SC, ,NA,SC:64771,NA,Japantown/Ayer Station (1),NA,NA, ,Existing, ,Light Rail,,
659,SC, ,NA,SC:64772,NA,St James Station (1),NA,NA, ,Existing, ,Light Rail,,
660,SC, ,NA,SC:64773,NA,Santa Clara Station (1),NA,NA, ,Existing, ,Light Rail,,
661,SC, ,NA,SC:64774,NA,San Antonio Station (1),NA,NA, ,Existing, ,Light Rail,,
662,SC, ,NA,SC:64775,NA,Convention Center Station (1),NA,NA, ,Existing, ,Light Rail,,
663,SC, ,NA,SC:64776,NA,Childrens Discovery Museum Sta (1),NA,NA, ,Existing, ,Light Rail,,
664,SC, ,NA,SC:64777,NA,Virginia Station (1),NA,NA, ,Existing, ,Light Rail,,
665,SC, ,NA,SC:64778,NA,Tamien Station (1),NA,NA, ,Existing, ,Light Rail,,
666,SC, ,NA,SC:64779,NA,Curtner Station (1),NA,NA, ,Existing, ,Light Rail,,
667,SC, ,NA,SC:64780,NA,Capitol Station (1),NA,NA, ,Existing, ,Light Rail,,
668,SC, ,NA,SC:64781,NA,Branham Station (1),NA,NA, ,Existing, ,Light Rail,,
669,SC, ,NA,SC:64782,NA,Blossom Hill Station (1),NA,NA, ,Existing, ,Light Rail,,
670,SC, ,NA,SC:64783,NA,Snell Station (1),NA,NA, ,Existing, ,Light Rail,,
671,SC, ,NA,SC:64784,NA,Cottle Station (1),NA,NA, ,Existing, ,Light Rail,,
672,SC, ,NA,SC:64785,NA,Santa Teresa Station (1),NA,NA, ,Existing, ,Light Rail,,
673,SC, ,NA,SC:64786,NA,Mountain View Station (1),NA,NA, ,Existing, ,Light Rail,,
674,SC, ,NA,SC:64788,NA,Whisman Station (1),NA,NA, ,Existing, ,Light Rail,,
675,SC, ,NA,SC:64789,NA,Middlefield Station (1),NA,NA, ,Existing, ,Light Rail,,
676,SC, ,NA,SC:64790,NA,Bayshore Nasa Station (1),NA,NA, ,Existing, ,Light Rail,,
677,SC, ,NA,SC:64791,NA,Lockheed Martin Station (1),NA,NA, ,Existing, ,Light Rail,,
678,SC, ,NA,SC:64792,NA,Borregas Station (1),NA,NA, ,Existing, ,Light Rail,,
679,SC, ,NA,SC:64793,NA,Crossman Station (1),NA,NA, ,Existing, ,Light Rail,,
680,SC, ,NA,SC:64794,NA,Fair Oaks Station (1),NA,NA, ,Existing, ,Light Rail,,
681,SC, ,NA,SC:64795,NA,Vienna Station (1),NA,NA, ,Existing, ,Light Rail,,
682,SC, ,NA,SC:64796,NA,Reamwood Station (1),NA,NA, ,Existing, ,Light Rail,,
683,SC, ,NA,SC:64797,NA,Old Ironsides Station (1),NA,NA, ,Existing, ,Light Rail,,
684,SC, ,NA,SC:64798,NA,Great America Station (1),NA,NA, ,Existing, ,Light Rail,,
685,SC, ,NA,SC:64799,NA,Lick Mill Station (1),NA,NA, ,Existing, ,Light Rail,,
686,SC, ,NA,SC:64800,NA,Champion Station (1),NA,NA, ,Existing, ,Light Rail,,
687,SC, ,NA,SC:64801,NA,Baypointe Station (0),NA,NA, ,Existing, ,Light Rail,,
688,SC, ,NA,SC:64802,NA,Cisco Station (0),NA,NA, ,Existing, ,Light Rail,,
689,SC, ,NA,SC:64803,NA,I-880 Station (0),NA,NA, ,Existing, ,Light Rail,,
690,SC, ,NA,SC:64804,NA,I-880 Station (1),NA,NA, ,Existing, ,Light Rail,,
691,SC, ,NA,SC:64805,NA,Cisco Station (1),NA,NA, ,Existing, ,Light Rail,,
692,SC, ,NA,SC:64806,NA,Baypointe Station (1),NA,NA, ,Existing, ,Light Rail,,
693,SC, ,NA,SC:64807,NA,Champion Station (0),NA,NA, ,Existing, ,Light Rail,,
694,SC, ,NA,SC:64808,NA,Lick Mill Station (0),NA,NA, ,Existing, ,Light Rail,,
695,SC, ,NA,SC:64809,NA,Great America Station (0),NA,NA, ,Existing, ,Light Rail,,
696,SC, ,NA,SC:64810,NA,Old Ironsides Station (0),NA,NA, ,Existing, ,Light Rail,,
697,SC, ,NA,SC:64811,NA,Reamwood Station (0),NA,NA, ,Existing, ,Light Rail,,
698,SC, ,NA,SC:64812,NA,Vienna Station (0),NA,NA, ,Existing, ,Light Rail,,
699,SC, ,NA,SC:64813,NA,Fair Oaks Station (0),NA,NA, ,Existing, ,Light Rail,,
700,SC, ,NA,SC:64814,NA,Crossman Station (0),NA,NA, ,Existing, ,Light Rail,,
701,SC, ,NA,SC:64815,NA,Borregas Station (0),NA,NA, ,Existing, ,Light Rail,,
702,SC, ,NA,SC:64816,NA,Lockheed Martin Station (0),NA,NA, ,Existing, ,Light Rail,,
703,SC, ,NA,SC:64817,NA,Bayshore Nasa Station (0),NA,NA, ,Existing, ,Light Rail,,
704,SC, ,NA,SC:64818,NA,Middlefield Station (0),NA,NA, ,Existing, ,Light Rail,,
705,SC, ,NA,SC:64819,NA,Whisman Station (0),NA,NA, ,Existing, ,Light Rail,,
706,SC, ,NA,SC:64821,NA,Mountain View Station (0),NA,NA, ,Existing, ,Light Rail,,
707,SC, ,NA,SC:65023,NA,Moffett Park Station (1),NA,NA, ,Existing, ,Light Rail,,
708,SC, ,NA,SC:65024,NA,Moffett Park Station (0),NA,NA, ,Existing, ,Light Rail,,
709,SC, ,NA,SC:65235,NA,Great Mall Station (0),NA,NA, ,Existing, ,Light Rail,,
710,SC, ,NA,SC:65236,NA,Montague Station (0),NA,NA, ,Existing, ,Light Rail,,
711,SC, ,NA,SC:65237,NA,Cropley Station (0),NA,NA, ,Existing, ,Light Rail,,
712,SC, ,NA,SC:65238,NA,Hostetter Station (0),NA,NA, ,Existing, ,Light Rail,,
713,SC, ,NA,SC:65239,NA,Berryessa Station (0),NA,NA, ,Existing, ,Light Rail,,
714,SC, ,NA,SC:65240,NA,Penitencia Creek Station (0),NA,NA, ,Existing, ,Light Rail,,
715,SC, ,NA,SC:65241,NA,Mckee Station (0),NA,NA, ,Existing, ,Light Rail,,
716,SC, ,NA,SC:65242,NA,Alum Rock Station (0),NA,NA, ,Existing, ,Light Rail,,
717,SC, ,NA,SC:65243,NA,Alum Rock Station (1),NA,NA, ,Existing, ,Light Rail,,
718,SC, ,NA,SC:65244,NA,Mckee Station (1),NA,NA, ,Existing, ,Light Rail,,
719,SC, ,NA,SC:65245,NA,Penitencia Creek Station (1),NA,NA, ,Existing, ,Light Rail,,
720,SC, ,NA,SC:65246,NA,Berryessa Station (1),NA,NA, ,Existing, ,Light Rail,,
721,SC, ,NA,SC:65247,NA,Hostetter Station (1),NA,NA, ,Existing, ,Light Rail,,
722,SC, ,NA,SC:65248,NA,Cropley Station (1),NA,NA, ,Existing, ,Light Rail,,
723,SC, ,NA,SC:65249,NA,Montague Station (1),NA,NA, ,Existing, ,Light Rail,,
724,SC, ,NA,SC:65250,NA,Great Mall Station (1),NA,NA, ,Existing, ,Light Rail,,
725,SC, ,NA,SC:65374,NA,Diridon Station (0),NA,NA, ,Existing, ,Light Rail,,
726,SC, ,NA,SC:65375,NA,Race Station (0),NA,NA, ,Existing, ,Light Rail,,
727,SC, ,NA,SC:65376,NA,Fruitdale Station (0),NA,NA, ,Existing, ,Light Rail,,
728,SC, ,NA,SC:65377,NA,Bascom Station (0),NA,NA, ,Existing, ,Light Rail,,
729,SC, ,NA,SC:65378,NA,Hamilton Station (0),NA,NA, ,Existing, ,Light Rail,,
730,SC, ,NA,SC:65379,NA,Campbell Station (0),NA,NA, ,Existing, ,Light Rail,,
731,SC, ,NA,SC:65380,NA,Winchester Station (0),NA,NA, ,Existing, ,Light Rail,,
732,SC, ,NA,SC:65381,NA,Diridon Station (1),NA,NA, ,Existing, ,Light Rail,,
733,SC, ,NA,SC:65382,NA,Race Station (1),NA,NA, ,Existing, ,Light Rail,,
734,SC, ,NA,SC:65383,NA,Fruitdale Station (1),NA,NA, ,Existing, ,Light Rail,,
735,SC, ,NA,SC:65384,NA,Bascom Station (1),NA,NA, ,Existing, ,Light Rail,,
736,SC, ,NA,SC:65385,NA,Hamilton Station (1),NA,NA, ,Existing, ,Light Rail,,
737,SC, ,NA,SC:65386,NA,Campbell Station (1),NA,NA, ,Existing, ,Light Rail,,
738,SC, ,NA,SC:65387,NA,Winchester Station (1),NA,NA, ,Existing, ,Light Rail,,
739,SC, ,NA,SC:65388,NA,San Fernando Station (0),NA,NA, ,Existing, ,Light Rail,,
740,SC, ,NA,SC:65389,NA,San Fernando Station (1),NA,NA, ,Existing, ,Light Rail,,
741,SF,1,0,SF-1-0,Geary + 33rd Avenue,13549,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
742,SF,1,0,SF-1-0,Geary + 33rd Avenue,13549,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
743,SF,1,0,SF-1-0,Geary + 33rd Avenue,13549,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
744,SF,1,0,SF-1-0,Geary + 33rd Avenue,13549,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
745,SF,1,0,SF-1-0,Geary + 33rd Avenue,13550,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
746,SF,1,0,SF-1-0,Geary + 33rd Avenue,13550,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
747,SF,1,0,SF-1-0,Geary + 33rd Avenue,13550,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
748,SF,1,0,SF-1-0,Geary + 33rd Avenue,13550,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
749,SF,1,0,SF-1-0,Geary + 33rd Avenue,13822,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
750,SF,1,0,SF-1-0,Geary + 33rd Avenue,13822,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
751,SF,1,0,SF-1-0,Geary + 33rd Avenue,13822,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
752,SF,1,0,SF-1-0,Geary + 33rd Avenue,13822,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
753,SF,1,0,SF-1-0,Geary + 33rd Avenue,13824,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
754,SF,1,0,SF-1-0,Geary + 33rd Avenue,13824,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
755,SF,1,0,SF-1-0,Geary + 33rd Avenue,13824,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
756,SF,1,0,SF-1-0,Geary + 33rd Avenue,13824,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
757,SF,1,0,SF-1-0,Geary + 33rd Avenue,13828,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
758,SF,1,0,SF-1-0,Geary + 33rd Avenue,13828,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
759,SF,1,0,SF-1-0,Geary + 33rd Avenue,13828,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
760,SF,1,0,SF-1-0,Geary + 33rd Avenue,13828,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
761,SF,1,0,SF-1-0,Geary + 33rd Avenue,13831,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
762,SF,1,0,SF-1-0,Geary + 33rd Avenue,13831,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
763,SF,1,0,SF-1-0,Geary + 33rd Avenue,13831,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
764,SF,1,0,SF-1-0,Geary + 33rd Avenue,13831,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
765,SF,1,0,SF-1-0,Geary + 33rd Avenue,13833,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
766,SF,1,0,SF-1-0,Geary + 33rd Avenue,13833,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
767,SF,1,0,SF-1-0,Geary + 33rd Avenue,13833,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
768,SF,1,0,SF-1-0,Geary + 33rd Avenue,13833,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
769,SF,1,0,SF-1-0,Geary + 33rd Avenue,13837,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
770,SF,1,0,SF-1-0,Geary + 33rd Avenue,13837,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
771,SF,1,0,SF-1-0,Geary + 33rd Avenue,13837,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
772,SF,1,0,SF-1-0,Geary + 33rd Avenue,13837,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
773,SF,1,0,SF-1-0,Geary + 33rd Avenue,13839,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
774,SF,1,0,SF-1-0,Geary + 33rd Avenue,13839,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
775,SF,1,0,SF-1-0,Geary + 33rd Avenue,13839,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
776,SF,1,0,SF-1-0,Geary + 33rd Avenue,13839,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
777,SF,1,0,SF-1-0,Geary + 33rd Avenue,13841,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
778,SF,1,0,SF-1-0,Geary + 33rd Avenue,13841,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
779,SF,1,0,SF-1-0,Geary + 33rd Avenue,13841,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
780,SF,1,0,SF-1-0,Geary + 33rd Avenue,13841,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
781,SF,1,0,SF-1-0,Geary + 33rd Avenue,13845,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
782,SF,1,0,SF-1-0,Geary + 33rd Avenue,13845,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
783,SF,1,0,SF-1-0,Geary + 33rd Avenue,13845,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
784,SF,1,0,SF-1-0,Geary + 33rd Avenue,13845,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
785,SF,1,0,SF-1-0,Geary + 33rd Avenue,13847,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
786,SF,1,0,SF-1-0,Geary + 33rd Avenue,13847,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
787,SF,1,0,SF-1-0,Geary + 33rd Avenue,13852,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
788,SF,1,0,SF-1-0,Geary + 33rd Avenue,13852,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
789,SF,1,0,SF-1-0,Geary + 33rd Avenue,13852,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
790,SF,1,0,SF-1-0,Geary + 33rd Avenue,13852,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
791,SF,1,0,SF-1-0,Geary + 33rd Avenue,13858,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
792,SF,1,0,SF-1-0,Geary + 33rd Avenue,13858,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
793,SF,1,0,SF-1-0,Geary + 33rd Avenue,13875,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
794,SF,1,0,SF-1-0,Geary + 33rd Avenue,13875,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
795,SF,1,0,SF-1-0,Geary + 33rd Avenue,13875,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
796,SF,1,0,SF-1-0,Geary + 33rd Avenue,13875,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
797,SF,1,0,SF-1-0,Geary + 33rd Avenue,13879,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
798,SF,1,0,SF-1-0,Geary + 33rd Avenue,13879,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
799,SF,1,0,SF-1-0,Geary + 33rd Avenue,13879,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
800,SF,1,0,SF-1-0,Geary + 33rd Avenue,13879,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
801,SF,1,0,SF-1-0,Geary + 33rd Avenue,13884,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
802,SF,1,0,SF-1-0,Geary + 33rd Avenue,13884,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
803,SF,1,0,SF-1-0,Geary + 33rd Avenue,13886,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
804,SF,1,0,SF-1-0,Geary + 33rd Avenue,13886,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
805,SF,1,0,SF-1-0,Geary + 33rd Avenue,13886,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
806,SF,1,0,SF-1-0,Geary + 33rd Avenue,13886,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
807,SF,1,0,SF-1-0,Geary + 33rd Avenue,13892,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
808,SF,1,0,SF-1-0,Geary + 33rd Avenue,13892,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
809,SF,1,0,SF-1-0,Geary + 33rd Avenue,13892,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
810,SF,1,0,SF-1-0,Geary + 33rd Avenue,13892,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
811,SF,1,0,SF-1-0,Geary + 33rd Avenue,13896,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
812,SF,1,0,SF-1-0,Geary + 33rd Avenue,13896,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
813,SF,1,0,SF-1-0,Geary + 33rd Avenue,13896,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
814,SF,1,0,SF-1-0,Geary + 33rd Avenue,13896,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
815,SF,1,0,SF-1-0,Geary + 33rd Avenue,14015,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
816,SF,1,0,SF-1-0,Geary + 33rd Avenue,14015,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
817,SF,1,0,SF-1-0,Geary + 33rd Avenue,14277,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
818,SF,1,0,SF-1-0,Geary + 33rd Avenue,14277,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
819,SF,1,0,SF-1-0,Geary + 33rd Avenue,14277,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
820,SF,1,0,SF-1-0,Geary + 33rd Avenue,14277,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
821,SF,1,0,SF-1-0,Geary + 33rd Avenue,16290,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
822,SF,1,0,SF-1-0,Geary + 33rd Avenue,16290,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
823,SF,1,0,SF-1-0,Geary + 33rd Avenue,16291,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
824,SF,1,0,SF-1-0,Geary + 33rd Avenue,16291,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
825,SF,1,0,SF-1-0,Geary + 33rd Avenue,16294,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
826,SF,1,0,SF-1-0,Geary + 33rd Avenue,16294,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
827,SF,1,0,SF-1-0,Geary + 33rd Avenue,16295,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
828,SF,1,0,SF-1-0,Geary + 33rd Avenue,16295,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
829,SF,1,0,SF-1-0,Geary + 33rd Avenue,16297,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
830,SF,1,0,SF-1-0,Geary + 33rd Avenue,16297,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
831,SF,1,0,SF-1-0,Geary + 33rd Avenue,16298,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
832,SF,1,0,SF-1-0,Geary + 33rd Avenue,16298,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
833,SF,1,0,SF-1-0,Geary + 33rd Avenue,16299,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
834,SF,1,0,SF-1-0,Geary + 33rd Avenue,16299,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
835,SF,1,0,SF-1-0,Geary + 33rd Avenue,16300,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
836,SF,1,0,SF-1-0,Geary + 33rd Avenue,16300,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
837,SF,1,0,SF-1-0,Geary + 33rd Avenue,16302,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
838,SF,1,0,SF-1-0,Geary + 33rd Avenue,16302,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
839,SF,1,0,SF-1-0,Geary + 33rd Avenue,16303,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
840,SF,1,0,SF-1-0,Geary + 33rd Avenue,16303,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
841,SF,1,0,SF-1-0,Geary + 33rd Avenue,16305,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
842,SF,1,0,SF-1-0,Geary + 33rd Avenue,16305,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
843,SF,1,0,SF-1-0,Geary + 33rd Avenue,16307,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
844,SF,1,0,SF-1-0,Geary + 33rd Avenue,16307,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
845,SF,1,0,SF-1-0,Geary + 33rd Avenue,16309,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
846,SF,1,0,SF-1-0,Geary + 33rd Avenue,16309,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
847,SF,1,0,SF-1-0,Geary + 33rd Avenue,16311,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
848,SF,1,0,SF-1-0,Geary + 33rd Avenue,16311,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
849,SF,1,0,SF-1-0,Geary + 33rd Avenue,16312,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
850,SF,1,0,SF-1-0,Geary + 33rd Avenue,16312,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
851,SF,1,0,SF-1-0,Geary + 33rd Avenue,16314,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
852,SF,1,0,SF-1-0,Geary + 33rd Avenue,16314,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
853,SF,1,0,SF-1-0,Geary + 33rd Avenue,16316,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
854,SF,1,0,SF-1-0,Geary + 33rd Avenue,16316,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
855,SF,1,0,SF-1-0,Geary + 33rd Avenue,16317,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
856,SF,1,0,SF-1-0,Geary + 33rd Avenue,16317,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
857,SF,1,0,SF-1-0,Geary + 33rd Avenue,16319,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
858,SF,1,0,SF-1-0,Geary + 33rd Avenue,16319,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
859,SF,1,0,SF-1-0,Geary + 33rd Avenue,16486,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
860,SF,1,0,SF-1-0,Geary + 33rd Avenue,16486,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
861,SF,1,0,SF-1-0,Geary + 33rd Avenue,17160,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
862,SF,1,0,SF-1-0,Geary + 33rd Avenue,17160,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
863,SF,1,0,SF-1-0,Geary + 33rd Avenue,17160,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
864,SF,1,0,SF-1-0,Geary + 33rd Avenue,17160,38,PM Peak,NA,Existing/Built,NA,Bus,6,4
865,SF,1,0,SF-1-0,Presidio Avenue,13847,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
866,SF,1,0,SF-1-0,Presidio Avenue,13847,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
867,SF,1,0,SF-1-0,Presidio Avenue,13858,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
868,SF,1,0,SF-1-0,Presidio Avenue,13858,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
869,SF,1,0,SF-1-0,Presidio Avenue,13884,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
870,SF,1,0,SF-1-0,Presidio Avenue,13884,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
871,SF,1,0,SF-1-0,Presidio Avenue,13892,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
872,SF,1,0,SF-1-0,Presidio Avenue,13892,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
873,SF,1,0,SF-1-0,Presidio Avenue,14015,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
874,SF,1,0,SF-1-0,Presidio Avenue,14015,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
875,SF,1,0,SF-1-0,Presidio Avenue,16290,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
876,SF,1,0,SF-1-0,Presidio Avenue,16290,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
877,SF,1,0,SF-1-0,Presidio Avenue,16291,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
878,SF,1,0,SF-1-0,Presidio Avenue,16291,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
879,SF,1,0,SF-1-0,Presidio Avenue,16294,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
880,SF,1,0,SF-1-0,Presidio Avenue,16294,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
881,SF,1,0,SF-1-0,Presidio Avenue,16295,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
882,SF,1,0,SF-1-0,Presidio Avenue,16295,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
883,SF,1,0,SF-1-0,Presidio Avenue,16297,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
884,SF,1,0,SF-1-0,Presidio Avenue,16297,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
885,SF,1,0,SF-1-0,Presidio Avenue,16298,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
886,SF,1,0,SF-1-0,Presidio Avenue,16298,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
887,SF,1,0,SF-1-0,Presidio Avenue,16299,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
888,SF,1,0,SF-1-0,Presidio Avenue,16299,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
889,SF,1,0,SF-1-0,Presidio Avenue,16300,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
890,SF,1,0,SF-1-0,Presidio Avenue,16300,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
