OBJECTID,agency_id,route_id,bus_direct,agency_sto,bus_headsi,stop_name_,bus_total_,bus_peak_p,stop_descr,project_st,project_de,system_typ,bus_headwa,min_headwa
5292,SF,49,1,SF-49-1,City College,16819,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5293,SF,49,1,SF-49-1,City College,16821,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5294,SF,49,1,SF-49-1,City College,16821,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5295,SF,49,1,SF-49-1,City College,16828,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5296,SF,49,1,SF-49-1,City College,16828,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5297,SF,49,1,SF-49-1,City College,16830,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5298,SF,49,1,SF-49-1,City College,16830,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5299,SF,49,1,SF-49-1,City College,16832,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5300,SF,49,1,SF-49-1,City College,16832,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5301,SF,49,1,SF-49-1,City College,16834,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5302,SF,49,1,SF-49-1,City College,16834,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5303,SF,49,1,SF-49-1,City College,17638,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5304,SF,49,1,SF-49-1,City College,17638,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5305,SF,49,1,SF-49-1,City College,17736,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5306,SF,49,1,SF-49-1,City College,17736,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5307,SF,49,1,SF-49-1,City College,17804,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
5308,SF,49,1,SF-49-1,City College,17804,31,PM Peak,NA,Existing/Built,NA,Bus,8,4
5309,SF,5,0,SF-5-0,Sixth Avenue,13183,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5310,SF,5,0,SF-5-0,Sixth Avenue,13183,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5311,SF,5,0,SF-5-0,Sixth Avenue,13200,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5312,SF,5,0,SF-5-0,Sixth Avenue,13200,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5313,SF,5,0,SF-5-0,Sixth Avenue,13923,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5314,SF,5,0,SF-5-0,Sixth Avenue,13923,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5315,SF,5,0,SF-5-0,Sixth Avenue,14223,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5316,SF,5,0,SF-5-0,Sixth Avenue,14223,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5317,SF,5,0,SF-5-0,Sixth Avenue,14225,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5318,SF,5,0,SF-5-0,Sixth Avenue,14225,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5319,SF,5,0,SF-5-0,Sixth Avenue,14229,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5320,SF,5,0,SF-5-0,Sixth Avenue,14229,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5321,SF,5,0,SF-5-0,Sixth Avenue,14233,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5322,SF,5,0,SF-5-0,Sixth Avenue,14233,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5323,SF,5,0,SF-5-0,Sixth Avenue,14236,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5324,SF,5,0,SF-5-0,Sixth Avenue,14236,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5325,SF,5,0,SF-5-0,Sixth Avenue,14730,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5326,SF,5,0,SF-5-0,Sixth Avenue,14730,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5327,SF,5,0,SF-5-0,Sixth Avenue,14735,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5328,SF,5,0,SF-5-0,Sixth Avenue,14735,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5329,SF,5,0,SF-5-0,Sixth Avenue,15056,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5330,SF,5,0,SF-5-0,Sixth Avenue,15056,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5331,SF,5,0,SF-5-0,Sixth Avenue,15384,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5332,SF,5,0,SF-5-0,Sixth Avenue,15384,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5333,SF,5,0,SF-5-0,Sixth Avenue,15389,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5334,SF,5,0,SF-5-0,Sixth Avenue,15389,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5335,SF,5,0,SF-5-0,Sixth Avenue,15391,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5336,SF,5,0,SF-5-0,Sixth Avenue,15391,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5337,SF,5,0,SF-5-0,Sixth Avenue,15393,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5338,SF,5,0,SF-5-0,Sixth Avenue,15393,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5339,SF,5,0,SF-5-0,Sixth Avenue,15395,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5340,SF,5,0,SF-5-0,Sixth Avenue,15395,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5341,SF,5,0,SF-5-0,Sixth Avenue,15397,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5342,SF,5,0,SF-5-0,Sixth Avenue,15397,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5343,SF,5,0,SF-5-0,Sixth Avenue,15398,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5344,SF,5,0,SF-5-0,Sixth Avenue,15398,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5345,SF,5,0,SF-5-0,Sixth Avenue,15400,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5346,SF,5,0,SF-5-0,Sixth Avenue,15400,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5347,SF,5,0,SF-5-0,Sixth Avenue,15404,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5348,SF,5,0,SF-5-0,Sixth Avenue,15404,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5349,SF,5,0,SF-5-0,Sixth Avenue,15671,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5350,SF,5,0,SF-5-0,Sixth Avenue,15671,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5351,SF,5,0,SF-5-0,Sixth Avenue,15674,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5352,SF,5,0,SF-5-0,Sixth Avenue,15674,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5353,SF,5,0,SF-5-0,Sixth Avenue,15683,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5354,SF,5,0,SF-5-0,Sixth Avenue,15683,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5355,SF,5,0,SF-5-0,Sixth Avenue,15684,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5356,SF,5,0,SF-5-0,Sixth Avenue,15684,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5357,SF,5,0,SF-5-0,Sixth Avenue,15688,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5358,SF,5,0,SF-5-0,Sixth Avenue,15688,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5359,SF,5,0,SF-5-0,Sixth Avenue,15689,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5360,SF,5,0,SF-5-0,Sixth Avenue,15689,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5361,SF,5,0,SF-5-0,Sixth Avenue,17563,18,AM Peak,NA,Existing/Built,NA,Bus,14,5
5362,SF,5,0,SF-5-0,Sixth Avenue,17563,25,PM Peak,NA,Existing/Built,NA,Bus,10,4
5363,SF,5,1,SF-5-1,Transbay Terminal,13089,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5364,SF,5,1,SF-5-1,Transbay Terminal,13089,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5365,SF,5,1,SF-5-1,Transbay Terminal,13089,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5366,SF,5,1,SF-5-1,Transbay Terminal,13089,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5367,SF,5,1,SF-5-1,Transbay Terminal,13089,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5368,SF,5,1,SF-5-1,Transbay Terminal,13927,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5369,SF,5,1,SF-5-1,Transbay Terminal,14212,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5370,SF,5,1,SF-5-1,Transbay Terminal,14215,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5371,SF,5,1,SF-5-1,Transbay Terminal,14218,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5372,SF,5,1,SF-5-1,Transbay Terminal,14222,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5373,SF,5,1,SF-5-1,Transbay Terminal,14224,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5374,SF,5,1,SF-5-1,Transbay Terminal,14224,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5375,SF,5,1,SF-5-1,Transbay Terminal,14224,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5376,SF,5,1,SF-5-1,Transbay Terminal,14226,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5377,SF,5,1,SF-5-1,Transbay Terminal,14226,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5378,SF,5,1,SF-5-1,Transbay Terminal,14226,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5379,SF,5,1,SF-5-1,Transbay Terminal,14228,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5380,SF,5,1,SF-5-1,Transbay Terminal,14230,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5381,SF,5,1,SF-5-1,Transbay Terminal,14230,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5382,SF,5,1,SF-5-1,Transbay Terminal,14230,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5383,SF,5,1,SF-5-1,Transbay Terminal,14232,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5384,SF,5,1,SF-5-1,Transbay Terminal,14234,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5385,SF,5,1,SF-5-1,Transbay Terminal,14234,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5386,SF,5,1,SF-5-1,Transbay Terminal,14234,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5387,SF,5,1,SF-5-1,Transbay Terminal,14235,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5388,SF,5,1,SF-5-1,Transbay Terminal,14235,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5389,SF,5,1,SF-5-1,Transbay Terminal,14235,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5390,SF,5,1,SF-5-1,Transbay Terminal,14731,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5391,SF,5,1,SF-5-1,Transbay Terminal,14731,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5392,SF,5,1,SF-5-1,Transbay Terminal,14731,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5393,SF,5,1,SF-5-1,Transbay Terminal,14733,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5394,SF,5,1,SF-5-1,Transbay Terminal,14733,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5395,SF,5,1,SF-5-1,Transbay Terminal,14733,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5396,SF,5,1,SF-5-1,Transbay Terminal,14735,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5397,SF,5,1,SF-5-1,Transbay Terminal,14735,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5398,SF,5,1,SF-5-1,Transbay Terminal,14735,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5399,SF,5,1,SF-5-1,Transbay Terminal,14737,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5400,SF,5,1,SF-5-1,Transbay Terminal,14747,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5401,SF,5,1,SF-5-1,Transbay Terminal,14749,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5402,SF,5,1,SF-5-1,Transbay Terminal,14751,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5403,SF,5,1,SF-5-1,Transbay Terminal,14753,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5404,SF,5,1,SF-5-1,Transbay Terminal,14843,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5405,SF,5,1,SF-5-1,Transbay Terminal,15056,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5406,SF,5,1,SF-5-1,Transbay Terminal,15056,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5407,SF,5,1,SF-5-1,Transbay Terminal,15056,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5408,SF,5,1,SF-5-1,Transbay Terminal,15385,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5409,SF,5,1,SF-5-1,Transbay Terminal,15385,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5410,SF,5,1,SF-5-1,Transbay Terminal,15385,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5411,SF,5,1,SF-5-1,Transbay Terminal,15390,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5412,SF,5,1,SF-5-1,Transbay Terminal,15390,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5413,SF,5,1,SF-5-1,Transbay Terminal,15390,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5414,SF,5,1,SF-5-1,Transbay Terminal,15392,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5415,SF,5,1,SF-5-1,Transbay Terminal,15392,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5416,SF,5,1,SF-5-1,Transbay Terminal,15392,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5417,SF,5,1,SF-5-1,Transbay Terminal,15394,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5418,SF,5,1,SF-5-1,Transbay Terminal,15394,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5419,SF,5,1,SF-5-1,Transbay Terminal,15394,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5420,SF,5,1,SF-5-1,Transbay Terminal,15396,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5421,SF,5,1,SF-5-1,Transbay Terminal,15396,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5422,SF,5,1,SF-5-1,Transbay Terminal,15396,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5423,SF,5,1,SF-5-1,Transbay Terminal,15399,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5424,SF,5,1,SF-5-1,Transbay Terminal,15399,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5425,SF,5,1,SF-5-1,Transbay Terminal,15399,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5426,SF,5,1,SF-5-1,Transbay Terminal,15401,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5427,SF,5,1,SF-5-1,Transbay Terminal,15401,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5428,SF,5,1,SF-5-1,Transbay Terminal,15401,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5429,SF,5,1,SF-5-1,Transbay Terminal,15405,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5430,SF,5,1,SF-5-1,Transbay Terminal,15405,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5431,SF,5,1,SF-5-1,Transbay Terminal,15405,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5432,SF,5,1,SF-5-1,Transbay Terminal,15638,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5433,SF,5,1,SF-5-1,Transbay Terminal,15638,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5434,SF,5,1,SF-5-1,Transbay Terminal,15638,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5435,SF,5,1,SF-5-1,Transbay Terminal,15638,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5436,SF,5,1,SF-5-1,Transbay Terminal,15638,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5437,SF,5,1,SF-5-1,Transbay Terminal,15641,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5438,SF,5,1,SF-5-1,Transbay Terminal,15641,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5439,SF,5,1,SF-5-1,Transbay Terminal,15641,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5440,SF,5,1,SF-5-1,Transbay Terminal,15641,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5441,SF,5,1,SF-5-1,Transbay Terminal,15641,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5442,SF,5,1,SF-5-1,Transbay Terminal,15642,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5443,SF,5,1,SF-5-1,Transbay Terminal,15642,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5444,SF,5,1,SF-5-1,Transbay Terminal,15642,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5445,SF,5,1,SF-5-1,Transbay Terminal,15642,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5446,SF,5,1,SF-5-1,Transbay Terminal,15642,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5447,SF,5,1,SF-5-1,Transbay Terminal,15644,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5448,SF,5,1,SF-5-1,Transbay Terminal,15644,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5449,SF,5,1,SF-5-1,Transbay Terminal,15644,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5450,SF,5,1,SF-5-1,Transbay Terminal,15644,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5451,SF,5,1,SF-5-1,Transbay Terminal,15644,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5452,SF,5,1,SF-5-1,Transbay Terminal,15646,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5453,SF,5,1,SF-5-1,Transbay Terminal,15646,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5454,SF,5,1,SF-5-1,Transbay Terminal,15646,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5455,SF,5,1,SF-5-1,Transbay Terminal,15646,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5456,SF,5,1,SF-5-1,Transbay Terminal,15646,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5457,SF,5,1,SF-5-1,Transbay Terminal,15648,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5458,SF,5,1,SF-5-1,Transbay Terminal,15648,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5459,SF,5,1,SF-5-1,Transbay Terminal,15648,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5460,SF,5,1,SF-5-1,Transbay Terminal,15648,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5461,SF,5,1,SF-5-1,Transbay Terminal,15648,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5462,SF,5,1,SF-5-1,Transbay Terminal,17619,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5463,SF,5,1,SF-5-1,Transbay Terminal,17619,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5464,SF,5,1,SF-5-1,Transbay Terminal,17635,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5465,SF,5,1,SF-5-1,Transbay Terminal,17635,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5466,SF,5,1,SF-5-1,Transbay Terminal,17635,24,PM Peak,NA,Existing/Built,NA,Bus,10,4
5467,SF,5,1,SF-5-1,Transbay Terminal,17720,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5468,SF,5,1,SF-5-1,Transbay Terminal,17721,17,AM Peak,NA,Existing/Built,NA,Bus,14,5
5469,SF,55,0,SF-55-0,UCSF Mission Bay,13282,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5470,SF,55,0,SF-55-0,UCSF Mission Bay,13282,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5471,SF,55,0,SF-55-0,UCSF Mission Bay,13289,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5472,SF,55,0,SF-55-0,UCSF Mission Bay,13289,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5473,SF,55,0,SF-55-0,UCSF Mission Bay,13293,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5474,SF,55,0,SF-55-0,UCSF Mission Bay,13293,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5475,SF,55,0,SF-55-0,UCSF Mission Bay,13296,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5476,SF,55,0,SF-55-0,UCSF Mission Bay,13296,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5477,SF,55,0,SF-55-0,UCSF Mission Bay,13297,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5478,SF,55,0,SF-55-0,UCSF Mission Bay,13297,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5479,SF,55,0,SF-55-0,UCSF Mission Bay,13299,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5480,SF,55,0,SF-55-0,UCSF Mission Bay,13299,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5481,SF,55,0,SF-55-0,UCSF Mission Bay,17761,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5482,SF,55,0,SF-55-0,UCSF Mission Bay,17761,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5483,SF,55,0,SF-55-0,UCSF Mission Bay,17762,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5484,SF,55,0,SF-55-0,UCSF Mission Bay,17762,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5485,SF,55,0,SF-55-0,UCSF Mission Bay,17763,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5486,SF,55,0,SF-55-0,UCSF Mission Bay,17763,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5487,SF,55,1,SF-55-1,Mission Street / BART,13281,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5488,SF,55,1,SF-55-1,Mission Street / BART,13281,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5489,SF,55,1,SF-55-1,Mission Street / BART,13288,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5490,SF,55,1,SF-55-1,Mission Street / BART,13288,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5491,SF,55,1,SF-55-1,Mission Street / BART,13291,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5492,SF,55,1,SF-55-1,Mission Street / BART,13291,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5493,SF,55,1,SF-55-1,Mission Street / BART,13293,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5494,SF,55,1,SF-55-1,Mission Street / BART,13293,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5495,SF,55,1,SF-55-1,Mission Street / BART,13295,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5496,SF,55,1,SF-55-1,Mission Street / BART,13295,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5497,SF,55,1,SF-55-1,Mission Street / BART,13302,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5498,SF,55,1,SF-55-1,Mission Street / BART,13302,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5499,SF,55,1,SF-55-1,Mission Street / BART,17289,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5500,SF,55,1,SF-55-1,Mission Street / BART,17289,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5501,SF,55,1,SF-55-1,Mission Street / BART,17768,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5502,SF,55,1,SF-55-1,Mission Street / BART,17768,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5503,SF,55,1,SF-55-1,Mission Street / BART,17769,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5504,SF,55,1,SF-55-1,Mission Street / BART,17769,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5505,SF,55,1,SF-55-1,Mission Street / BART,17770,16,AM Peak,NA,Existing/Built,NA,Bus,15,5
5506,SF,55,1,SF-55-1,Mission Street / BART,17770,16,PM Peak,NA,Existing/Built,NA,Bus,15,4
5507,SF,5R,0,SF-5R-0,Ocean Beach,13927,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5508,SF,5R,0,SF-5R-0,Ocean Beach,13927,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5509,SF,5R,0,SF-5R-0,Ocean Beach,13927,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5510,SF,5R,0,SF-5R-0,Ocean Beach,13927,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5511,SF,5R,0,SF-5R-0,Ocean Beach,14211,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5512,SF,5R,0,SF-5R-0,Ocean Beach,14211,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5513,SF,5R,0,SF-5R-0,Ocean Beach,14211,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5514,SF,5R,0,SF-5R-0,Ocean Beach,14211,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5515,SF,5R,0,SF-5R-0,Ocean Beach,14213,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5516,SF,5R,0,SF-5R-0,Ocean Beach,14213,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5517,SF,5R,0,SF-5R-0,Ocean Beach,14213,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5518,SF,5R,0,SF-5R-0,Ocean Beach,14213,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5519,SF,5R,0,SF-5R-0,Ocean Beach,14221,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5520,SF,5R,0,SF-5R-0,Ocean Beach,14221,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5521,SF,5R,0,SF-5R-0,Ocean Beach,14221,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5522,SF,5R,0,SF-5R-0,Ocean Beach,14221,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5523,SF,5R,0,SF-5R-0,Ocean Beach,14223,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5524,SF,5R,0,SF-5R-0,Ocean Beach,14223,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5525,SF,5R,0,SF-5R-0,Ocean Beach,14223,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5526,SF,5R,0,SF-5R-0,Ocean Beach,14223,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5527,SF,5R,0,SF-5R-0,Ocean Beach,14229,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5528,SF,5R,0,SF-5R-0,Ocean Beach,14229,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
5529,SF,5R,0,SF-5R-0,Ocean Beach,14229,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5530,SF,5R,0,SF-5R-0,Ocean Beach,14229,37,PM Peak,NA,Existing/Built,NA,Bus,6,4
5531,SF,5R,0,SF-5R-0,Ocean Beach,14231,30,AM Peak,NA,Existing/Built,NA,Bus,8,5
